Date,Time Frame,Ratings Provider,Channel,Program,Audience Share Rating,Source Article (PEP)
"Fri, 02/13/2015",Morning,AGB Nielsen,GMA Network,Dragon Ball,6.0,http://www.pep.ph/guide/agb/16155/agb-nielsen-mega-manila-household-ratings-feb-9-15-2015-forevermore-tops-weekday-primetime-kailan-ba-tama-ang-mali-prevails-over-rival/1/7#focus
"Fri, 02/13/2015",Morning,AGB Nielsen,GMA Network,Pokemon,6.9,http://www.pep.ph/guide/agb/16155/agb-nielsen-mega-manila-household-ratings-feb-9-15-2015-forevermore-tops-weekday-primetime-kailan-ba-tama-ang-mali-prevails-over-rival/1/7#focus
"Fri, 02/13/2015",Morning,AGB Nielsen,GMA Network,Detective Conan,7.7,http://www.pep.ph/guide/agb/16155/agb-nielsen-mega-manila-household-ratings-feb-9-15-2015-forevermore-tops-weekday-primetime-kailan-ba-tama-ang-mali-prevails-over-rival/1/7#focus
"Fri, 02/13/2015",Morning,AGB Nielsen,GMA Network,One Piece,8.6,http://www.pep.ph/guide/agb/16155/agb-nielsen-mega-manila-household-ratings-feb-9-15-2015-forevermore-tops-weekday-primetime-kailan-ba-tama-ang-mali-prevails-over-rival/1/7#focus
"Fri, 02/13/2015",Morning,AGB Nielsen,GMA Network,Fairy Tail,9.3,http://www.pep.ph/guide/agb/16155/agb-nielsen-mega-manila-household-ratings-feb-9-15-2015-forevermore-tops-weekday-primetime-kailan-ba-tama-ang-mali-prevails-over-rival/1/7#focus
"Fri, 02/13/2015",Morning,AGB Nielsen,ABS-CBN,A Dog of Flanders,4.4,http://www.pep.ph/guide/agb/16155/agb-nielsen-mega-manila-household-ratings-feb-9-15-2015-forevermore-tops-weekday-primetime-kailan-ba-tama-ang-mali-prevails-over-rival/1/8#focus
"Fri, 02/13/2015",Morning,AGB Nielsen,TV5,Rockman.EXE Axess,1.0,http://www.pep.ph/guide/agb/16155/agb-nielsen-mega-manila-household-ratings-feb-9-15-2015-forevermore-tops-weekday-primetime-kailan-ba-tama-ang-mali-prevails-over-rival/1/8#focus
"Fri, 02/13/2015",Morning,AGB Nielsen,GMA Network,Slam Dunk,9.4,http://www.pep.ph/guide/agb/16155/agb-nielsen-mega-manila-household-ratings-feb-9-15-2015-forevermore-tops-weekday-primetime-kailan-ba-tama-ang-mali-prevails-over-rival/1/8#focus
"Fri, 02/13/2015",Morning,AGB Nielsen,ABS-CBN,Cedie,5.3,http://www.pep.ph/guide/agb/16155/agb-nielsen-mega-manila-household-ratings-feb-9-15-2015-forevermore-tops-weekday-primetime-kailan-ba-tama-ang-mali-prevails-over-rival/1/8#focus
"Fri, 02/13/2015",Morning,AGB Nielsen,GMA Network,Knock Out,9.8,http://www.pep.ph/guide/agb/16155/agb-nielsen-mega-manila-household-ratings-feb-9-15-2015-forevermore-tops-weekday-primetime-kailan-ba-tama-ang-mali-prevails-over-rival/1/8#focus
"Sat, 02/14/2015",Morning,AGB Nielsen,GMA Network,Monsuno,6.9,http://www.pep.ph/guide/agb/16155/agb-nielsen-mega-manila-household-ratings-feb-9-15-2015-forevermore-tops-weekday-primetime-kailan-ba-tama-ang-mali-prevails-over-rival/1/9#focus
"Sat, 02/14/2015",Morning,AGB Nielsen,TV5,Magical Do Re Mi,3.3,http://www.pep.ph/guide/agb/16155/agb-nielsen-mega-manila-household-ratings-feb-9-15-2015-forevermore-tops-weekday-primetime-kailan-ba-tama-ang-mali-prevails-over-rival/1/9#focus
"Sat, 02/14/2015",Morning,AGB Nielsen,TV5,Sword Art Online,3.6,http://www.pep.ph/guide/agb/16155/agb-nielsen-mega-manila-household-ratings-feb-9-15-2015-forevermore-tops-weekday-primetime-kailan-ba-tama-ang-mali-prevails-over-rival/1/9#focus
"Sat, 02/14/2015",Morning,AGB Nielsen,TV5,Fushigi Yuugi,4.1,http://www.pep.ph/guide/agb/16155/agb-nielsen-mega-manila-household-ratings-feb-9-15-2015-forevermore-tops-weekday-primetime-kailan-ba-tama-ang-mali-prevails-over-rival/1/9#focus
"Sat, 02/14/2015",Morning,AGB Nielsen,TV5,Street Fighter II,3.1,http://www.pep.ph/guide/agb/16155/agb-nielsen-mega-manila-household-ratings-feb-9-15-2015-forevermore-tops-weekday-primetime-kailan-ba-tama-ang-mali-prevails-over-rival/1/9#focus
"Sun, 02/15/2015",Morning,AGB Nielsen,GMA Network,Grimm's Fairy Tales,5.7,http://www.pep.ph/guide/agb/16155/agb-nielsen-mega-manila-household-ratings-feb-9-15-2015-forevermore-tops-weekday-primetime-kailan-ba-tama-ang-mali-prevails-over-rival/1/10#focus
"Sun, 02/15/2015",Morning,AGB Nielsen,GMA Network,Monsuno,6.8,http://www.pep.ph/guide/agb/16155/agb-nielsen-mega-manila-household-ratings-feb-9-15-2015-forevermore-tops-weekday-primetime-kailan-ba-tama-ang-mali-prevails-over-rival/1/11#focus
"Sun, 02/15/2015",Morning,AGB Nielsen,TV5,Sword Art Online,3.3,http://www.pep.ph/guide/agb/16155/agb-nielsen-mega-manila-household-ratings-feb-9-15-2015-forevermore-tops-weekday-primetime-kailan-ba-tama-ang-mali-prevails-over-rival/1/11#focus
"Sun, 02/15/2015",Morning,AGB Nielsen,TV5,Fushigi Yuugi,2.7,http://www.pep.ph/guide/agb/16155/agb-nielsen-mega-manila-household-ratings-feb-9-15-2015-forevermore-tops-weekday-primetime-kailan-ba-tama-ang-mali-prevails-over-rival/1/11#focus
"Sun, 02/15/2015",Morning,AGB Nielsen,TV5,Street Fighter II,2.0,http://www.pep.ph/guide/agb/16155/agb-nielsen-mega-manila-household-ratings-feb-9-15-2015-forevermore-tops-weekday-primetime-kailan-ba-tama-ang-mali-prevails-over-rival/1/11#focus
"Mon, 02/16/2015",Morning,AGB Nielsen,GMA Network,Dragon Ball,5.6,http://www.pep.ph/guide/agb/16399/agb-nielsen-mega-manila-household-ratings-february-16-22-2015-celebrity-bluff-gets-higher-tv-rating-than-the-voice-ph-season-2
"Mon, 02/16/2015",Morning,AGB Nielsen,GMA Network,Pokemon,6.8,http://www.pep.ph/guide/agb/16399/agb-nielsen-mega-manila-household-ratings-february-16-22-2015-celebrity-bluff-gets-higher-tv-rating-than-the-voice-ph-season-2
"Mon, 02/16/2015",Morning,AGB Nielsen,GMA Network,Detective Conan,7.3,http://www.pep.ph/guide/agb/16399/agb-nielsen-mega-manila-household-ratings-february-16-22-2015-celebrity-bluff-gets-higher-tv-rating-than-the-voice-ph-season-2
"Mon, 02/16/2015",Morning,AGB Nielsen,GMA Network,One Piece,7.0,http://www.pep.ph/guide/agb/16399/agb-nielsen-mega-manila-household-ratings-february-16-22-2015-celebrity-bluff-gets-higher-tv-rating-than-the-voice-ph-season-2
"Mon, 02/16/2015",Morning,AGB Nielsen,GMA Network,Fairy Tail,7.1,http://www.pep.ph/guide/agb/16399/agb-nielsen-mega-manila-household-ratings-february-16-22-2015-celebrity-bluff-gets-higher-tv-rating-than-the-voice-ph-season-2
"Mon, 02/16/2015",Morning,AGB Nielsen,TV5,Rockman.EXE Axess,1.4,http://www.pep.ph/guide/agb/16399/agb-nielsen-mega-manila-household-ratings-february-16-22-2015-celebrity-bluff-gets-higher-tv-rating-than-the-voice-ph-season-2
"Mon, 02/16/2015",Morning,AGB Nielsen,GMA Network,Slam Dunk,8.3,http://www.pep.ph/guide/agb/16399/agb-nielsen-mega-manila-household-ratings-february-16-22-2015-celebrity-bluff-gets-higher-tv-rating-than-the-voice-ph-season-2
"Mon, 02/16/2015",Morning,AGB Nielsen,ABS-CBN,Remi,3.4,http://www.pep.ph/guide/agb/16399/agb-nielsen-mega-manila-household-ratings-february-16-22-2015-celebrity-bluff-gets-higher-tv-rating-than-the-voice-ph-season-2
"Mon, 02/16/2015",Morning,AGB Nielsen,ABS-CBN,Cedie,4.3,http://www.pep.ph/guide/agb/16399/agb-nielsen-mega-manila-household-ratings-february-16-22-2015-celebrity-bluff-gets-higher-tv-rating-than-the-voice-ph-season-2
"Mon, 02/16/2015",Morning,AGB Nielsen,GMA Network,Knock Out,10.3,http://www.pep.ph/guide/agb/16399/agb-nielsen-mega-manila-household-ratings-february-16-22-2015-celebrity-bluff-gets-higher-tv-rating-than-the-voice-ph-season-2
"Tue, 02/17/2015",Morning,AGB Nielsen,GMA Network,Dragon Ball,4.4,http://www.pep.ph/guide/agb/16399/agb-nielsen-mega-manila-household-ratings-february-16-22-2015-celebrity-bluff-gets-higher-tv-rating-than-the-voice-ph-season-2/1/3#focus
"Tue, 02/17/2015",Morning,AGB Nielsen,GMA Network,Pokemon,4.8,http://www.pep.ph/guide/agb/16399/agb-nielsen-mega-manila-household-ratings-february-16-22-2015-celebrity-bluff-gets-higher-tv-rating-than-the-voice-ph-season-2/1/3#focus
"Tue, 02/17/2015",Morning,AGB Nielsen,GMA Network,Detective Conan,6.9,http://www.pep.ph/guide/agb/16399/agb-nielsen-mega-manila-household-ratings-february-16-22-2015-celebrity-bluff-gets-higher-tv-rating-than-the-voice-ph-season-2/1/3#focus
"Tue, 02/17/2015",Morning,AGB Nielsen,GMA Network,One Piece,8.1,http://www.pep.ph/guide/agb/16399/agb-nielsen-mega-manila-household-ratings-february-16-22-2015-celebrity-bluff-gets-higher-tv-rating-than-the-voice-ph-season-2/1/3#focus
"Tue, 02/17/2015",Morning,AGB Nielsen,GMA Network,Fairy Tail,8.8,http://www.pep.ph/guide/agb/16399/agb-nielsen-mega-manila-household-ratings-february-16-22-2015-celebrity-bluff-gets-higher-tv-rating-than-the-voice-ph-season-2/1/3#focus
"Tue, 02/17/2015",Morning,AGB Nielsen,ABS-CBN,Remi,4.4,http://www.pep.ph/guide/agb/16399/agb-nielsen-mega-manila-household-ratings-february-16-22-2015-celebrity-bluff-gets-higher-tv-rating-than-the-voice-ph-season-2/1/3#focus
"Tue, 02/17/2015",Morning,AGB Nielsen,TV5,Rockman.EXE Axess,1.3,http://www.pep.ph/guide/agb/16399/agb-nielsen-mega-manila-household-ratings-february-16-22-2015-celebrity-bluff-gets-higher-tv-rating-than-the-voice-ph-season-2/1/3#focus
"Tue, 02/17/2015",Morning,AGB Nielsen,GMA Network,Slam Dunk,10.2,http://www.pep.ph/guide/agb/16399/agb-nielsen-mega-manila-household-ratings-february-16-22-2015-celebrity-bluff-gets-higher-tv-rating-than-the-voice-ph-season-2/1/3#focus
"Tue, 02/17/2015",Morning,AGB Nielsen,ABS-CBN,Cedie,5.2,http://www.pep.ph/guide/agb/16399/agb-nielsen-mega-manila-household-ratings-february-16-22-2015-celebrity-bluff-gets-higher-tv-rating-than-the-voice-ph-season-2/1/3#focus
"Tue, 02/17/2015",Morning,AGB Nielsen,GMA Network,Knock Out,10.1,http://www.pep.ph/guide/agb/16399/agb-nielsen-mega-manila-household-ratings-february-16-22-2015-celebrity-bluff-gets-higher-tv-rating-than-the-voice-ph-season-2/1/3#focus
"Wed, 02/18/2015",Morning,AGB Nielsen,GMA Network,Dragon Ball,5.0,http://www.pep.ph/guide/agb/16399/agb-nielsen-mega-manila-household-ratings-february-16-22-2015-celebrity-bluff-gets-higher-tv-rating-than-the-voice-ph-season-2/1/4#focus
"Wed, 02/18/2015",Morning,AGB Nielsen,GMA Network,Pokemon,5.9,http://www.pep.ph/guide/agb/16399/agb-nielsen-mega-manila-household-ratings-february-16-22-2015-celebrity-bluff-gets-higher-tv-rating-than-the-voice-ph-season-2/1/4#focus
"Wed, 02/18/2015",Morning,AGB Nielsen,GMA Network,Detective Conan,7.6,http://www.pep.ph/guide/agb/16399/agb-nielsen-mega-manila-household-ratings-february-16-22-2015-celebrity-bluff-gets-higher-tv-rating-than-the-voice-ph-season-2/1/4#focus
"Wed, 02/18/2015",Morning,AGB Nielsen,GMA Network,One Piece,8.6,http://www.pep.ph/guide/agb/16399/agb-nielsen-mega-manila-household-ratings-february-16-22-2015-celebrity-bluff-gets-higher-tv-rating-than-the-voice-ph-season-2/1/4#focus
"Wed, 02/18/2015",Morning,AGB Nielsen,GMA Network,Fairy Tail,8.5,http://www.pep.ph/guide/agb/16399/agb-nielsen-mega-manila-household-ratings-february-16-22-2015-celebrity-bluff-gets-higher-tv-rating-than-the-voice-ph-season-2/1/4#focus
"Wed, 02/18/2015",Morning,AGB Nielsen,ABS-CBN,Remi,4.8,http://www.pep.ph/guide/agb/16399/agb-nielsen-mega-manila-household-ratings-february-16-22-2015-celebrity-bluff-gets-higher-tv-rating-than-the-voice-ph-season-2/1/4#focus
"Wed, 02/18/2015",Morning,AGB Nielsen,TV5,Rockman.EXE Axess,1.3,http://www.pep.ph/guide/agb/16399/agb-nielsen-mega-manila-household-ratings-february-16-22-2015-celebrity-bluff-gets-higher-tv-rating-than-the-voice-ph-season-2/1/4#focus
"Wed, 02/18/2015",Morning,AGB Nielsen,GMA Network,Slam Dunk,9.1,http://www.pep.ph/guide/agb/16399/agb-nielsen-mega-manila-household-ratings-february-16-22-2015-celebrity-bluff-gets-higher-tv-rating-than-the-voice-ph-season-2/1/4#focus
"Wed, 02/18/2015",Morning,AGB Nielsen,ABS-CBN,Cedie,5.7,http://www.pep.ph/guide/agb/16399/agb-nielsen-mega-manila-household-ratings-february-16-22-2015-celebrity-bluff-gets-higher-tv-rating-than-the-voice-ph-season-2/1/4#focus
"Wed, 02/18/2015",Morning,AGB Nielsen,GMA Network,Knock Out,10.1,http://www.pep.ph/guide/agb/16399/agb-nielsen-mega-manila-household-ratings-february-16-22-2015-celebrity-bluff-gets-higher-tv-rating-than-the-voice-ph-season-2/1/4#focus
"Thu, 02/19/2015",Morning,AGB Nielsen,GMA Network,Dragon Ball,5.5,http://www.pep.ph/guide/agb/16399/agb-nielsen-mega-manila-household-ratings-february-16-22-2015-celebrity-bluff-gets-higher-tv-rating-than-the-voice-ph-season-2/1/6#focus
"Thu, 02/19/2015",Morning,AGB Nielsen,GMA Network,Pokemon,7.8,http://www.pep.ph/guide/agb/16399/agb-nielsen-mega-manila-household-ratings-february-16-22-2015-celebrity-bluff-gets-higher-tv-rating-than-the-voice-ph-season-2/1/6#focus
"Thu, 02/19/2015",Morning,AGB Nielsen,GMA Network,Detective Conan,9.3,http://www.pep.ph/guide/agb/16399/agb-nielsen-mega-manila-household-ratings-february-16-22-2015-celebrity-bluff-gets-higher-tv-rating-than-the-voice-ph-season-2/1/6#focus
"Thu, 02/19/2015",Morning,AGB Nielsen,GMA Network,One Piece,10.6,http://www.pep.ph/guide/agb/16399/agb-nielsen-mega-manila-household-ratings-february-16-22-2015-celebrity-bluff-gets-higher-tv-rating-than-the-voice-ph-season-2/1/6#focus
"Thu, 02/19/2015",Morning,AGB Nielsen,GMA Network,Fairy Tail,10.9,http://www.pep.ph/guide/agb/16399/agb-nielsen-mega-manila-household-ratings-february-16-22-2015-celebrity-bluff-gets-higher-tv-rating-than-the-voice-ph-season-2/1/6#focus
"Thu, 02/19/2015",Morning,AGB Nielsen,ABS-CBN,Remi,5.6,http://www.pep.ph/guide/agb/16399/agb-nielsen-mega-manila-household-ratings-february-16-22-2015-celebrity-bluff-gets-higher-tv-rating-than-the-voice-ph-season-2/1/6#focus
"Thu, 02/19/2015",Morning,AGB Nielsen,TV5,Rockman.EXE Axess,2.2,http://www.pep.ph/guide/agb/16399/agb-nielsen-mega-manila-household-ratings-february-16-22-2015-celebrity-bluff-gets-higher-tv-rating-than-the-voice-ph-season-2/1/6#focus
"Thu, 02/19/2015",Morning,AGB Nielsen,GMA Network,Slam Dunk,12.7,http://www.pep.ph/guide/agb/16399/agb-nielsen-mega-manila-household-ratings-february-16-22-2015-celebrity-bluff-gets-higher-tv-rating-than-the-voice-ph-season-2/1/6#focus
"Thu, 02/19/2015",Morning,AGB Nielsen,ABS-CBN,Cedie,6.3,http://www.pep.ph/guide/agb/16399/agb-nielsen-mega-manila-household-ratings-february-16-22-2015-celebrity-bluff-gets-higher-tv-rating-than-the-voice-ph-season-2/1/6#focus
"Thu, 02/19/2015",Morning,AGB Nielsen,GMA Network,Knock Out,12.8,http://www.pep.ph/guide/agb/16399/agb-nielsen-mega-manila-household-ratings-february-16-22-2015-celebrity-bluff-gets-higher-tv-rating-than-the-voice-ph-season-2/1/6#focus
"Fri, 02/20/2015",Morning,AGB Nielsen,GMA Network,Dragon Ball,5.8,http://www.pep.ph/guide/agb/16399/agb-nielsen-mega-manila-household-ratings-february-16-22-2015-celebrity-bluff-gets-higher-tv-rating-than-the-voice-ph-season-2/1/7#focus
"Fri, 02/20/2015",Morning,AGB Nielsen,GMA Network,Pokemon,6.3,http://www.pep.ph/guide/agb/16399/agb-nielsen-mega-manila-household-ratings-february-16-22-2015-celebrity-bluff-gets-higher-tv-rating-than-the-voice-ph-season-2/1/7#focus
"Fri, 02/20/2015",Morning,AGB Nielsen,GMA Network,Detective Conan,7.1,http://www.pep.ph/guide/agb/16399/agb-nielsen-mega-manila-household-ratings-february-16-22-2015-celebrity-bluff-gets-higher-tv-rating-than-the-voice-ph-season-2/1/7#focus
"Fri, 02/20/2015",Morning,AGB Nielsen,GMA Network,One Piece,8.4,http://www.pep.ph/guide/agb/16399/agb-nielsen-mega-manila-household-ratings-february-16-22-2015-celebrity-bluff-gets-higher-tv-rating-than-the-voice-ph-season-2/1/7#focus
"Fri, 02/20/2015",Morning,AGB Nielsen,GMA Network,Fairy Tail,9.2,http://www.pep.ph/guide/agb/16399/agb-nielsen-mega-manila-household-ratings-february-16-22-2015-celebrity-bluff-gets-higher-tv-rating-than-the-voice-ph-season-2/1/7#focus
"Fri, 02/20/2015",Morning,AGB Nielsen,ABS-CBN,Remi,4.3,http://www.pep.ph/guide/agb/16399/agb-nielsen-mega-manila-household-ratings-february-16-22-2015-celebrity-bluff-gets-higher-tv-rating-than-the-voice-ph-season-2/1/8#focus
"Fri, 02/20/2015",Morning,AGB Nielsen,TV5,Rockman.EXE Axess,0.9,http://www.pep.ph/guide/agb/16399/agb-nielsen-mega-manila-household-ratings-february-16-22-2015-celebrity-bluff-gets-higher-tv-rating-than-the-voice-ph-season-2/1/7#focus
"Fri, 02/20/2015",Morning,AGB Nielsen,GMA Network,Slam Dunk,10.1,http://www.pep.ph/guide/agb/16399/agb-nielsen-mega-manila-household-ratings-february-16-22-2015-celebrity-bluff-gets-higher-tv-rating-than-the-voice-ph-season-2/1/8#focus
"Fri, 02/20/2015",Morning,AGB Nielsen,ABS-CBN,Cedie,5.1,http://www.pep.ph/guide/agb/16399/agb-nielsen-mega-manila-household-ratings-february-16-22-2015-celebrity-bluff-gets-higher-tv-rating-than-the-voice-ph-season-2/1/8#focus
"Fri, 02/20/2015",Morning,AGB Nielsen,GMA Network,Knock Out,10.8,http://www.pep.ph/guide/agb/16399/agb-nielsen-mega-manila-household-ratings-february-16-22-2015-celebrity-bluff-gets-higher-tv-rating-than-the-voice-ph-season-2/1/8#focus
"Sat, 02/21/2015",Morning,AGB Nielsen,GMA Network,Monsuno,7.8,http://www.pep.ph/guide/agb/16399/agb-nielsen-mega-manila-household-ratings-february-16-22-2015-celebrity-bluff-gets-higher-tv-rating-than-the-voice-ph-season-2/1/9#focus
"Sat, 02/21/2015",Morning,AGB Nielsen,TV5,Magical Do Re Mi,2.4,http://www.pep.ph/guide/agb/16399/agb-nielsen-mega-manila-household-ratings-february-16-22-2015-celebrity-bluff-gets-higher-tv-rating-than-the-voice-ph-season-2/1/9#focus
"Sat, 02/21/2015",Morning,AGB Nielsen,GMA Network,Magic Kaito 1412,8.2,http://www.pep.ph/guide/agb/16399/agb-nielsen-mega-manila-household-ratings-february-16-22-2015-celebrity-bluff-gets-higher-tv-rating-than-the-voice-ph-season-2/1/9#focus
"Sat, 02/21/2015",Morning,AGB Nielsen,TV5,Sword Art Online,3.4,http://www.pep.ph/guide/agb/16399/agb-nielsen-mega-manila-household-ratings-february-16-22-2015-celebrity-bluff-gets-higher-tv-rating-than-the-voice-ph-season-2/1/9#focus
"Sat, 02/21/2015",Morning,AGB Nielsen,TV5,Fushigi Yuugi,3.7,http://www.pep.ph/guide/agb/16399/agb-nielsen-mega-manila-household-ratings-february-16-22-2015-celebrity-bluff-gets-higher-tv-rating-than-the-voice-ph-season-2/1/9#focus
"Sat, 02/21/2015",Morning,AGB Nielsen,TV5,Street Fighter II,3.2,http://www.pep.ph/guide/agb/16399/agb-nielsen-mega-manila-household-ratings-february-16-22-2015-celebrity-bluff-gets-higher-tv-rating-than-the-voice-ph-season-2/1/9#focus
"Sun, 02/22/2015",Morning,AGB Nielsen,GMA Network,Grimm's Fairy Tales,6.8,http://www.pep.ph/guide/agb/16399/agb-nielsen-mega-manila-household-ratings-february-16-22-2015-celebrity-bluff-gets-higher-tv-rating-than-the-voice-ph-season-2/1/11#focus
"Sun, 02/22/2015",Morning,AGB Nielsen,GMA Network,Monsuno,6.7,http://www.pep.ph/guide/agb/16399/agb-nielsen-mega-manila-household-ratings-february-16-22-2015-celebrity-bluff-gets-higher-tv-rating-than-the-voice-ph-season-2/1/11#focus
"Sun, 02/22/2015",Morning,AGB Nielsen,TV5,Sword Art Online,2.3,http://www.pep.ph/guide/agb/16399/agb-nielsen-mega-manila-household-ratings-february-16-22-2015-celebrity-bluff-gets-higher-tv-rating-than-the-voice-ph-season-2/1/11#focus
"Sun, 02/22/2015",Morning,AGB Nielsen,TV5,Fushigi Yuugi,2.4,http://www.pep.ph/guide/agb/16399/agb-nielsen-mega-manila-household-ratings-february-16-22-2015-celebrity-bluff-gets-higher-tv-rating-than-the-voice-ph-season-2/1/11#focus
"Mon, 02/23/2015",Morning,AGB Nielsen,GMA Network,Dragon Ball,6.0,http://www.pep.ph/guide/agb/16519/agb-nielsen-mega-manila-household-ratings-february-22-march-4-2015-gma-7-shows-defeat-the-voice-ph-and-asap-20-anniversary-concert/1/3#focus
"Mon, 02/23/2015",Morning,AGB Nielsen,GMA Network,Pokemon,5.3,http://www.pep.ph/guide/agb/16519/agb-nielsen-mega-manila-household-ratings-february-22-march-4-2015-gma-7-shows-defeat-the-voice-ph-and-asap-20-anniversary-concert/1/3#focus
"Mon, 02/23/2015",Morning,AGB Nielsen,GMA Network,Detective Conan,6.7,http://www.pep.ph/guide/agb/16519/agb-nielsen-mega-manila-household-ratings-february-22-march-4-2015-gma-7-shows-defeat-the-voice-ph-and-asap-20-anniversary-concert/1/3#focus
"Mon, 02/23/2015",Morning,AGB Nielsen,GMA Network,One Piece,4.9,http://www.pep.ph/guide/agb/16519/agb-nielsen-mega-manila-household-ratings-february-22-march-4-2015-gma-7-shows-defeat-the-voice-ph-and-asap-20-anniversary-concert/1/3#focus
"Mon, 02/23/2015",Morning,AGB Nielsen,GMA Network,Fairy Tail,7.7,http://www.pep.ph/guide/agb/16519/agb-nielsen-mega-manila-household-ratings-february-22-march-4-2015-gma-7-shows-defeat-the-voice-ph-and-asap-20-anniversary-concert/1/3#focus
"Mon, 02/23/2015",Morning,AGB Nielsen,ABS-CBN,Remi,4.1,http://www.pep.ph/guide/agb/16519/agb-nielsen-mega-manila-household-ratings-february-22-march-4-2015-gma-7-shows-defeat-the-voice-ph-and-asap-20-anniversary-concert/1/3#focus
"Mon, 02/23/2015",Morning,AGB Nielsen,TV5,Rockman.EXE Axess,1.0,http://www.pep.ph/guide/agb/16519/agb-nielsen-mega-manila-household-ratings-february-22-march-4-2015-gma-7-shows-defeat-the-voice-ph-and-asap-20-anniversary-concert/1/3#focus
"Mon, 02/23/2015",Morning,AGB Nielsen,GMA Network,Slam Dunk,8.1,http://www.pep.ph/guide/agb/16519/agb-nielsen-mega-manila-household-ratings-february-22-march-4-2015-gma-7-shows-defeat-the-voice-ph-and-asap-20-anniversary-concert/1/3#focus
"Mon, 02/23/2015",Morning,AGB Nielsen,ABS-CBN,Cedie,4.1,http://www.pep.ph/guide/agb/16519/agb-nielsen-mega-manila-household-ratings-february-22-march-4-2015-gma-7-shows-defeat-the-voice-ph-and-asap-20-anniversary-concert/1/3#focus
"Mon, 02/23/2015",Morning,AGB Nielsen,GMA Network,Knock Out,9.9,http://www.pep.ph/guide/agb/16519/agb-nielsen-mega-manila-household-ratings-february-22-march-4-2015-gma-7-shows-defeat-the-voice-ph-and-asap-20-anniversary-concert/1/3#focus
"Tue, 02/24/2015",Morning,AGB Nielsen,GMA Network,Dragon Ball,7.3,http://www.pep.ph/guide/agb/16519/agb-nielsen-mega-manila-household-ratings-february-22-march-4-2015-gma-7-shows-defeat-the-voice-ph-and-asap-20-anniversary-concert/1/5#focus
"Tue, 02/24/2015",Morning,AGB Nielsen,GMA Network,Pokemon,6.2,http://www.pep.ph/guide/agb/16519/agb-nielsen-mega-manila-household-ratings-february-22-march-4-2015-gma-7-shows-defeat-the-voice-ph-and-asap-20-anniversary-concert/1/5#focus
"Tue, 02/24/2015",Morning,AGB Nielsen,GMA Network,Detective Conan,8.1,http://www.pep.ph/guide/agb/16519/agb-nielsen-mega-manila-household-ratings-february-22-march-4-2015-gma-7-shows-defeat-the-voice-ph-and-asap-20-anniversary-concert/1/5#focus
"Tue, 02/24/2015",Morning,AGB Nielsen,GMA Network,One Piece,4.9,http://www.pep.ph/guide/agb/16519/agb-nielsen-mega-manila-household-ratings-february-22-march-4-2015-gma-7-shows-defeat-the-voice-ph-and-asap-20-anniversary-concert/1/5#focus
"Tue, 02/24/2015",Morning,AGB Nielsen,GMA Network,Fairy Tail,8.8,http://www.pep.ph/guide/agb/16519/agb-nielsen-mega-manila-household-ratings-february-22-march-4-2015-gma-7-shows-defeat-the-voice-ph-and-asap-20-anniversary-concert/1/5#focus
"Tue, 02/24/2015",Morning,AGB Nielsen,ABS-CBN,Remi,3.4,http://www.pep.ph/guide/agb/16519/agb-nielsen-mega-manila-household-ratings-february-22-march-4-2015-gma-7-shows-defeat-the-voice-ph-and-asap-20-anniversary-concert/1/5#focus
"Tue, 02/24/2015",Morning,AGB Nielsen,TV5,Rockman.EXE Axess,1.1,http://www.pep.ph/guide/agb/16519/agb-nielsen-mega-manila-household-ratings-february-22-march-4-2015-gma-7-shows-defeat-the-voice-ph-and-asap-20-anniversary-concert/1/5#focus
"Tue, 02/24/2015",Morning,AGB Nielsen,GMA Network,Slam Dunk,10.2,http://www.pep.ph/guide/agb/16519/agb-nielsen-mega-manila-household-ratings-february-22-march-4-2015-gma-7-shows-defeat-the-voice-ph-and-asap-20-anniversary-concert/1/5#focus
"Tue, 02/24/2015",Morning,AGB Nielsen,ABS-CBN,Cedie,4.1,http://www.pep.ph/guide/agb/16519/agb-nielsen-mega-manila-household-ratings-february-22-march-4-2015-gma-7-shows-defeat-the-voice-ph-and-asap-20-anniversary-concert/1/5#focus
"Tue, 02/24/2015",Morning,AGB Nielsen,GMA Network,Knock Out,10.4,http://www.pep.ph/guide/agb/16519/agb-nielsen-mega-manila-household-ratings-february-22-march-4-2015-gma-7-shows-defeat-the-voice-ph-and-asap-20-anniversary-concert/1/5#focus
"Wed, 02/25/2015",Morning,AGB Nielsen,GMA Network,Dragon Ball,10.2,http://www.pep.ph/guide/agb/16519/agb-nielsen-mega-manila-household-ratings-february-22-march-4-2015-gma-7-shows-defeat-the-voice-ph-and-asap-20-anniversary-concert/1/6#focus
"Wed, 02/25/2015",Morning,AGB Nielsen,GMA Network,Pokemon,7.8,http://www.pep.ph/guide/agb/16519/agb-nielsen-mega-manila-household-ratings-february-22-march-4-2015-gma-7-shows-defeat-the-voice-ph-and-asap-20-anniversary-concert/1/6#focus
"Wed, 02/25/2015",Morning,AGB Nielsen,GMA Network,Detective Conan,11.9,http://www.pep.ph/guide/agb/16519/agb-nielsen-mega-manila-household-ratings-february-22-march-4-2015-gma-7-shows-defeat-the-voice-ph-and-asap-20-anniversary-concert/1/6#focus
